139.00,139.00,139.00,139.0
111.00,111.00,111.00,111.0
105.33,105.33,105.33,105.3
215.33,215.33,215.33,215.3
175.00,175.00,175.00,175.0
143.00,143.00,143.00,143.0
247.67,247.67,247.67,247.7
298.00,298.00,298.00,298.0
134.33,134.33,134.33,134.3
380.67,386.67,384.33,380.7
315.00,330.00,315.00,315.0
240.67,240.67,240.67,240.7
441.33,441.33,464.00,441.3
330.00,330.00,332.00,330.0
239.00,239.00,239.00,239.0
496.00,498.00,497.00,496.0
453.67,453.67,489.67,453.7
234.00,234.00,234.00,234.0
577.00,589.00,557.00,557.0
538.33,567.67,538.33,538.3
255.00,255.00,255.00,255.0
657.00,614.00,662.00,614.0
628.67,631.00,633.67,628.7
302.33,305.33,302.33,302.3
858.00,857.67,860.67,857.7
693.00,666.00,650.00,650.0
332.33,333.33,332.00,332.0
903.33,896.67,862.00,862.0
672.00,750.00,672.00,672.0
368.67,376.00,368.00,368.0
811.00,846.00,824.00,811.0
902.67,869.33,859.00,859.0
399.00,375.00,372.00,372.0
2124.00,2362.00,2229.00,2124.0
1966.00,1800.66,1995.66,1800.7
746.00,738.67,817.33,738.7
7841.33,4711.33,5429.33,4711.3
3556.66,3007.00,3006.00,3006.0
5403.33,1305.67,1289.00,1289.0
11761.32,4707.00,11434.99,4707.0
14747.65,5709.66,10636.99,5709.7
4959.00,4326.00,7845.33,4326.0
,,,0.0
,,,0.0
10303.99,7220.66,6484.99,6485.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,0.0
,,,
,,,
,,,
5,8,10,
,,,
,,,